Ambient_Temperature_C,Age_yr,Maintenance_Count,No_of_Short_Circuits,Outages_hours_per_year,Current_A,Voltage_kV,Predicted_Hot_Spot_Temperature,Predicted_Acidity,Predicted_Moisture_Content,Predicted_Breakdown_Voltage,Predicted_Oil_Health_Score,Predicted_H2_ppm,Predicted_CH4_ppm,Predicted_C2H4_ppm,Predicted_C2H6_ppm,Predicted_C2H2_ppm,Predicted_CO_ppm,Predicted_CO2_ppm,Score_Ambient_Temp,Score_Age,Score_Maintenance,Score_ShortCircuit,Score_Hotspot,Score_Acidity,Score_Moisture,Score_BDV,Score_Oil,Score_H2,Score_CH4,Score_C2H4,Score_C2H6,Score_C2H2,Score_CO,Score_CO2,Health_Index,
27.43,29,4,2,79.85,98.88,11.01,40.07775497,0.727074564,30.14533424,38.77168655,54.80405045,129.8043976,58.62130737,17.8107357,39.71005249,51.41854477,564.8616943,3024.73999,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
23.01,29,4,2,79.85,163.38,11.61,40.0834465,0.726300597,29.59991646,39.00742722,53.66565323,112.3453445,54.63527679,22.23874855,42.73869324,50.57832718,510.8496399,3030.705566,1,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,55.67,
33.24,29,4,2,79.85,182.25,11.65,43.51575089,0.729842305,30.35347939,38.32434464,53.09276581,125.3639908,75.65647888,28.04339218,45.35077667,52.82642746,525.9190063,3082.977295,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
23.21,29,4,2,79.85,255.94,10.83,39.93824387,0.722360015,30.02498817,37.99968719,50.71086884,99.8976059,57.85070419,18.56461716,45.7335968,52.76870728,518.977356,3205.484375,1,3,3,2,1,4,4,3,3,1,2,1,1,4,2,2,54.33,
25.58,29,4,2,79.85,158.2,11.37,40.0807724,0.723661184,30.39533997,37.40633392,52.05911636,129.1272583,54.6492691,15.75753689,42.7045517,51.27498245,510.5813293,3112.017578,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
31.51,29,4,2,79.85,262.23,11.45,43.53065491,0.722949564,30.51816368,38.51493454,53.28931808,136.7728882,68.87744141,21.85690498,50.90572357,53.09209824,540.5497437,3120.300781,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
39.57,29,4,2,79.85,262.62,12.26,50.07984543,0.731940448,29.48383522,38.0721283,52.43120193,128.7100067,69.93547821,32.71227646,51.5038147,52.63836288,528.6617432,3186.716309,3,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,49,
30.31,29,4,2,79.85,168.87,10.05,41.80931091,0.726339757,30.02767944,38.81305695,54.85329437,125.6854477,76.04777527,25.30353928,42.49474335,51.36948395,515.7692261,2958.44751,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
26.41,29,4,2,79.85,204.49,10.68,40.12253189,0.72238332,31.05750275,38.78018951,53.43268585,127.1543655,58.14137268,21.41539192,45.69153214,49.26587296,567.7830811,2868.960693,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
25.29,29,4,2,79.85,233.14,10.36,39.84446335,0.714503646,32.15100098,38.08851624,53.67759705,133.1611633,63.98588562,22.10249901,36.60799789,49.59394836,520.2295532,3049.272461,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
28.02,29,4,2,79.85,159.45,10.9,40.10330582,0.727447212,30.56809235,39.48652267,51.95016479,121.065155,64.45074463,25.228405,41.99796295,51.99436951,557.732605,3119.430908,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
32.13,29,4,2,79.85,225.67,11.2,44.37453079,0.722144186,31.42289543,37.48060608,52.70022583,132.210968,69.46186066,28.20586777,49.33459854,54.35556412,589.0293579,3029.760986,2,3,3,2,1,4,4,3,3,2,2,1,1,4,3,2,48.67,
27.39,29,4,2,79.85,167.02,11.16,39.90910339,0.719744086,30.59174156,38.06827164,54.35404587,106.790062,65.09455872,20.28913307,43.92216492,49.28125,574.3852539,3135.521973,2,3,3,2,1,4,4,3,3,2,2,1,1,3,3,2,50.33,
29.29,29,4,2,79.85,158.3,10.25,40.70030594,0.716451645,30.11018944,38.56494141,54.85850906,114.3489456,69.06479645,22.59716415,41.75663757,50.59091949,533.4675903,2937.742432,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
40.86,29,4,2,79.85,149.45,10.61,52.57438278,0.72951138,30.49508858,37.87758636,48.14285278,146.2940369,91.09161377,55.85652924,47.5582695,52.46934128,587.6686401,3181.260742,3,3,3,2,1,4,4,3,3,2,2,2,1,4,3,2,44,
28.8,29,4,2,79.85,262.58,11.2,40.19842529,0.715379834,30.77941132,38.15863419,55.93968582,119.8402939,66.91497803,14.50160885,45.24465942,54.29375839,565.404541,3108.301025,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
33.87,29,4,2,79.85,196.17,10.67,44.39654541,0.721723139,31.28502655,38.16048431,51.73558807,132.6191559,66.58679962,31.76439667,42.94171906,55.01981735,563.0238037,3239.40918,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
21.91,29,4,2,79.85,113.27,10.52,40.00246429,0.733529985,29.52844238,37.86627197,53.7256279,111.0372849,60.57145691,23.79792213,44.56243134,49.44860077,550.9067993,3150.868408,1,3,3,2,1,4,3,3,3,2,2,1,1,3,2,2,57.33,
34.17,29,4,2,79.85,178.28,9.82,44.23761749,0.727045059,31.0501976,37.73241806,50.86871338,129.8380737,73.93130493,35.87587357,45.43675232,47.87499619,555.7241821,3242.868652,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
27.92,29,4,2,79.85,175.58,11.24,40.12526703,0.723100245,30.76400185,37.8769989,54.37966537,114.6903229,65.71755981,20.23188782,41.896492,51.09035492,554.4603271,3142.593506,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
24.67,29,4,2,79.85,238.53,11.14,40.26259995,0.727427483,30.87316704,38.25403976,53.49101257,108.4150238,52.02306747,27.14420128,40.98375702,55.43449402,532.418457,3064.115967,1,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,53,
30.63,29,4,2,79.85,202.07,10.42,43.30900955,0.723439693,30.976408,38.348423,53.89519882,117.6990356,70.1703949,22.35314751,45.68973541,54.58776093,529.3999023,3056.490479,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
28.49,29,4,2,79.85,229.72,11.29,40.70320129,0.718306363,29.77316284,38.61747742,54.53089523,116.5719376,57.23420334,27.19063187,43.60228729,52.2961998,534.6469116,2943.304199,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
28.21,29,4,2,79.85,180.39,11.35,40.32448959,0.716738701,31.08895302,39.03720474,54.14361191,117.3107834,65.18690491,20.63430023,37.84352493,52.10663223,528.6669922,3004.884521,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
31.15,29,4,2,79.85,265.65,10.89,43.50522232,0.73129797,30.93183136,38.83290863,50.84580994,124.2719803,64.9354248,20.7237339,45.00081635,51.8242569,533.4805908,3109.459229,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
25.57,29,4,2,79.85,210.2,10.65,40.0788765,0.710064113,30.92430305,38.04719925,53.86601639,120.4292526,63.68489838,23.51105499,46.87502289,49.85937119,562.5803833,2852.020752,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
23.46,29,4,2,79.85,217.63,11.13,40.21596146,0.723888397,30.90664101,38.00994873,51.64767838,111.5977859,61.90369034,17.86474037,38.85264587,49.88494873,532.1210938,3163.767334,1,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,54.67,
30.73,29,4,2,79.85,224.83,10.76,43.03673935,0.721464932,31.47532082,37.82650375,52.2951355,124.4987564,58.40348434,22.34227562,42.92823792,48.01596069,519.9041748,3099.060303,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
29.42,29,4,2,79.85,263.38,10.82,39.55635071,0.722232342,30.08539772,38.09169769,52.35948181,112.2738724,61.65961838,18.97816658,40.53688431,53.36942673,533.9033813,3236.63916,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
36.59,29,4,2,79.85,238.71,11.22,48.74435806,0.731057703,29.80719948,38.14952469,53.04275894,135.6944275,77.61377716,35.58992004,50.74939346,52.23698425,559.3035889,3281.43335,3,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,49,
30.98,29,4,2,79.85,309.12,10.69,41.83013916,0.726396918,29.25214958,38.44761658,49.43056107,131.5322876,70.85839844,25.41021156,42.11270523,51.55223083,566.3009033,3188.82666,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
31.49,29,4,2,79.85,257.99,11.58,43.13716507,0.722566128,29.13098145,39.10845566,52.77783585,125.7584076,67.67495728,24.65665245,46.97042465,53.456604,540.6176147,3037.256836,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
32.93,29,4,2,79.85,272.35,11.29,44.19381714,0.725122392,30.24345779,38.24092102,52.2989769,110.3696213,64.47000885,29.33541107,46.86453629,52.34932709,505.1743164,3075.243408,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
30.67,29,4,2,79.85,95.33,10.01,41.36556244,0.714211106,31.27578545,39.20700073,53.35598755,105.5986786,74.86396027,29.81084824,40.1208725,48.00832367,618.8260498,3135.400146,2,3,3,2,1,4,4,3,3,2,2,1,1,3,3,2,50.33,
24.44,29,4,2,79.85,297.76,10.75,40.13528061,0.721018434,29.72164345,39.39771271,55.57960129,113.0117874,64.61865234,24.0662365,38.72190094,54.09078217,534.8233643,3117.015869,1,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,55.67,
24.21,29,4,2,79.85,216.23,12.49,40.08997345,0.729230344,29.63350487,37.69126129,52.64038086,120.9527893,63.5437355,11.9903059,46.28117371,49.70851517,541.43573,3155.210449,1,3,3,2,1,4,3,3,3,2,2,1,1,3,2,2,57.33,
26.96,29,4,2,79.85,262.84,11.21,40.1475563,0.716144979,30.83839035,38.02482605,56.24077606,110.7713776,62.0256424,23.2754612,46.2437973,55.40737534,528.8310547,3091.879395,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
25.89,29,4,2,79.85,200.32,10.69,40.25143814,0.72083199,30.79096985,38.09410858,54.61581039,132.6241913,63.86201859,28.85910416,42.30469131,49.82311249,571.87323,2996.463379,2,3,3,2,1,4,4,3,3,2,2,1,1,3,3,2,50.33,
35.66,29,4,2,79.85,214.48,10.93,45.15389252,0.727956712,30.34977913,38.59607315,53.2274437,121.8189087,55.92260361,34.57286453,45.73423386,51.04677582,538.2364502,3121.769043,3,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,46.33,
17.13,29,4,2,79.85,246.97,10.83,40.13909149,0.722803652,31.06200218,37.12639999,52.38562775,107.6504669,63.76473236,15.17533779,43.52881622,49.7796402,550.2176514,3196.476074,1,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,54.67,
28.52,29,4,2,79.85,131.25,11.95,40.80451584,0.717821777,29.53744888,39.05598068,53.03594589,117.9445572,46.56949234,31.55964851,44.50333786,52.5612793,540.9191895,3142.228271,2,3,3,2,1,4,3,3,3,2,1,1,1,4,2,2,53.67,
35.25,29,4,2,79.85,186.6,11.03,45.40382004,0.721568882,30.12281799,39.565979,53.68393326,127.7989578,61.95875168,30.890728,44.18553162,51.96377182,582.8754272,3142.060791,3,3,3,2,1,4,4,3,3,2,2,1,1,4,3,2,45.33,
17.72,29,4,2,79.85,305.72,11.3,40.43951035,0.719643474,31.14279175,37.77209091,52.55046463,103.681015,69.16157532,29.54654312,34.05064392,52.10273743,536.2944946,3135.64209,1,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,53,
30.31,29,4,2,79.85,232.02,11.45,41.17209244,0.724083483,30.31380272,37.77799225,56.0559082,123.9606171,70.25315857,18.39783478,43.14918137,51.04406738,584.3261719,3081.618896,2,3,3,2,1,4,4,3,3,2,2,1,1,4,3,2,48.67,
16.08,29,4,2,79.85,181.3,10.75,40.33957672,0.732307732,29.5222683,38.70704651,55.23492813,123.8371429,60.49463654,15.10225677,42.64297104,50.99278259,491.5289001,3116.439697,1,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,55.67,
33.04,29,4,2,79.85,240.23,10.47,43.96931458,0.718628228,30.83355713,37.40550232,52.82537079,119.625145,79.25753021,34.43874359,48.91569901,48.54555511,526.2286377,3095.219482,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
31.72,29,4,2,79.85,242.08,11.37,43.09951019,0.724654675,29.86306953,37.58707428,52.19325256,114.875824,67.32944489,28.40028572,48.08622742,49.24856567,520.3737793,2951.16333,2,3,3,2,1,4,3,3,3,2,2,1,1,3,2,2,54,
29.48,29,4,2,79.85,208.93,10.2,41.2229805,0.71745348,30.33271408,38.78769684,54.57568359,110.7051392,71.79190826,24.07026291,43.93789291,47.17882538,545.0597534,3236.621582,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
33.28,29,4,2,79.85,190.15,11.68,44.14596176,0.732913971,30.72316742,37.75469589,52.91253662,131.5469055,67.5250473,35.39381409,43.01682663,53.18756485,540.5324097,3137.253906,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
28.84,29,4,2,79.85,183.12,10.89,40.67343521,0.726757884,31.70240974,38.0327034,50.8702507,116.6409454,66.55133057,27.09489059,45.2754364,52.43759918,555.6196899,3202.032227,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
27.57,29,4,2,79.85,144.04,11.28,39.28479004,0.726969123,30.68648911,39.43556213,53.89348984,123.4205246,57.60450745,21.89932823,46.26259995,52.06486511,532.2144165,2974.063965,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
27.61,29,4,2,79.85,229.59,11.02,40.07234955,0.721265376,31.04312706,38.04114532,52.56798172,132.7142944,60.49379349,23.09085083,35.52228928,49.28082275,563.9550171,2944.420166,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
32.05,29,4,2,79.85,150.9,11.19,41.6686821,0.725051165,29.9924221,37.73242569,51.81472397,122.460968,66.03902435,32.98849869,43.01685333,50.83877945,514.7278442,3174.136963,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
30.12,29,4,2,79.85,224.13,10.34,41.0294838,0.720247686,30.11512184,38.37865829,53.36714172,116.5076218,52.17676926,16.71103287,45.80773926,50.37833786,523.355835,3104.179688,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
38.21,29,4,2,79.85,200,11.31,51.0869751,0.740558505,30.06487465,37.90719604,51.24698639,135.7746735,67.88030243,43.47754288,44.5633812,52.48757935,554.9043579,2974.88623,3,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,46.33,
33.01,29,4,2,79.85,191.27,10.8,44.56796265,0.717034996,29.90476418,37.90151215,54.10439682,117.8092651,73.00502777,37.46692276,46.85662842,49.0592041,528.0938721,3094.491455,2,3,3,2,1,4,3,3,3,2,2,1,1,3,2,2,54,
28.68,29,4,2,79.85,219.12,11.64,40.92565155,0.718922675,31.09950447,38.38279724,53.19575119,115.1581345,64.84000397,25.96817398,49.47998428,51.3118782,545.8554077,3037.869873,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
28.42,29,4,2,79.85,264.4,10.54,40.14431,0.722073197,29.93917465,38.42222595,56.708004,124.6850204,59.94591141,19.17944527,43.85746765,48.48861313,515.7626343,3008.868164,2,3,3,2,1,4,3,3,3,2,2,1,1,3,2,2,54,
35.48,29,4,2,79.85,185.46,10.46,45.25282669,0.719752967,30.59628487,37.96095276,50.71231842,115.6742935,66.47583771,30.87618065,47.00848389,55.45829391,552.3311768,3068.653809,3,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,46.33,
26.12,29,4,2,79.85,236.52,11.28,39.73827744,0.723618031,29.68455124,38.94867706,54.2168541,126.4843521,54.46712875,14.5713644,43.57184982,50.88591385,499.0435181,3121.937012,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
25.76,29,4,2,79.85,163.05,10.33,40.08781815,0.720226586,29.6542244,38.99953079,51.98796082,121.2515793,65.4003067,22.48336601,47.6458931,49.93009567,517.3890381,3054.084473,2,3,3,2,1,4,3,3,3,2,2,1,1,3,2,2,54,
35.9,29,4,2,79.85,189.95,11.45,45.471138,0.73190397,30.77349472,38.24189377,52.2605629,115.4029694,70.09914398,29.94238091,44.22421646,52.22874832,528.8654785,3071.827393,3,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,46.33,
30.21,29,4,2,79.85,252.57,11.33,41.65045929,0.72870326,30.35732651,38.11843491,53.11318588,108.3531418,65.98072052,28.03425789,39.16450119,50.15571594,532.5461426,3068.957275,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
30.43,29,4,2,79.85,321.46,10.41,42.58059692,0.727658451,30.6981144,37.45108032,49.76074219,100.3540421,58.65973282,17.97987556,43.91436386,51.37127304,556.7319336,3129.63623,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
32.83,29,4,2,79.85,223.56,11.19,43.29089737,0.723555923,30.44026947,37.01006317,51.56351471,125.9298019,69.79223633,22.56192017,45.53436279,55.42188644,545.7230835,3225.689209,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
25.77,29,4,2,79.85,43.41,10.64,39.92243958,0.72138083,30.44376183,38.07737732,48.83088684,125.0853882,63.48295593,13.43726349,44.09304047,47.27331924,530.6060791,3173.05835,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
32.45,29,4,2,79.85,180.37,11.01,44.03609848,0.725641131,30.46312332,38.94074249,53.04688263,103.3096237,69.3407135,27.74311447,46.15794373,51.34923172,535.4221802,3198.800537,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
15.6,29,4,2,79.85,168.16,10.74,39.88525009,0.731317461,29.66742516,37.90005875,52.85463333,116.0746536,61.86709976,12.05466747,42.61041641,51.81372833,535.0360107,3024.854736,1,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,55.67,
36.83,29,4,2,79.85,184.67,10.82,46.83909607,0.726402879,29.21142769,39.41124725,52.1805191,119.5628357,62.52887344,32.2010994,44.98522949,52.7503624,550.2184448,3201.591797,3,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,49,
26.03,29,4,2,79.85,249.23,10.72,40.06052017,0.727969348,30.09290886,39.0378418,56.55743408,120.6715775,66.23122406,20.3676033,43.30513,49.5761261,563.2574463,3006.134521,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
26.34,29,4,2,79.85,181.52,10.22,40.55532074,0.71278125,30.03808784,39.77669144,53.87906265,137.397583,67.63343811,15.94397831,49.39307404,44.78620911,554.2043457,3086.266846,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
36.41,29,4,2,79.85,237.24,11.19,48.16696548,0.724062026,30.78470039,37.54315186,52.96771622,131.1355133,76.26052856,32.1771698,52.02908325,52.1034317,591.8953857,3173.773682,3,3,3,2,1,4,4,3,3,2,2,1,1,4,3,2,45.33,
37.5,29,4,2,79.85,215.95,11.12,48.15574646,0.736964285,31.11899948,38.86605835,53.99462891,120.2403793,68.52599335,37.59596634,47.84811783,58.70061493,541.2045898,3156.029785,3,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,46.33,
38.92,29,4,2,79.85,186.55,11.13,49.8574028,0.735495746,29.48084068,38.28657913,51.22029495,117.30336,80.69013214,40.59076691,47.13430023,55.43273926,556.4727173,3235.985596,3,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,49,
28,29,4,2,79.85,141.56,10.79,40.23217773,0.724256873,30.85781288,37.64315796,52.02998734,129.8394318,65.81160736,29.45791245,45.74695969,50.07196045,531.6524048,2987.977783,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
31.86,29,4,2,79.85,151.75,11.46,42.31197357,0.723717451,30.78995514,38.46032333,52.55410004,130.6564026,66.30796051,14.79655266,46.56348801,47.58794022,529.602478,3071.475098,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
34.29,29,4,2,79.85,221.01,11,46.04211426,0.726578712,30.28168678,37.56077194,49.83525085,106.7987137,76.94986725,29.05977631,45.94721603,54.33356857,568.5206909,3106.936279,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
24.14,29,4,2,79.85,248.87,10.83,40.48476791,0.724873841,29.74482727,37.66136932,51.87531281,106.9128876,67.20923615,19.20654678,41.91217041,51.17050171,536.1633301,3064.658447,1,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,55.67,
26.46,29,4,2,79.85,188.97,11.67,39.72878265,0.731498301,31.39816475,37.77912903,51.83524323,126.4970779,70.3877182,25.34549332,45.08626938,49.63625336,495.7547607,3063.004395,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
33.4,29,4,2,79.85,259.27,11.8,43.44205475,0.725767851,29.95661736,38.50230026,51.50235367,123.7935257,60.11667252,30.38460159,47.19743729,58.28694916,552.4853516,3070.647949,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
28.57,29,4,2,79.85,190.11,10.95,40.22642136,0.724859476,30.69556999,38.6518631,54.06789017,120.1502533,67.63833618,22.24715614,43.54493713,52.10808945,514.5748901,3039.376221,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
27.9,29,4,2,79.85,275.55,11.6,40.83469009,0.727087975,29.71641731,38.73434448,54.61013794,108.3296127,67.22085571,30.84573555,49.33654785,50.67685318,538.1606445,3041.418457,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
25,29,4,2,79.85,193.86,10.58,39.92402267,0.723268569,31.03601837,37.3530426,53.70419693,130.4854431,56.77651978,22.29368591,44.04221725,49.25682831,559.3251953,3093.081299,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
31.92,29,4,2,79.85,62.45,10.38,41.94006348,0.721783996,30.59373474,38.52048874,52.13689423,120.3630753,71.70723724,23.02336502,44.95615768,53.45267868,575.979187,3055.556885,2,3,3,2,1,4,4,3,3,2,2,1,1,4,3,2,48.67,
42.73,29,4,2,79.85,168.61,11.12,54.08546448,0.725740552,30.95494652,38.42280579,49.5937233,123.2202835,85.69736481,62.03339767,54.01761246,54.10126495,561.7540283,3416.322998,3,3,3,2,1,4,4,3,3,2,2,2,1,4,2,2,45,
29.91,29,4,2,79.85,99.06,11.05,42.22285461,0.728339553,29.23973656,39.30977249,53.45614624,121.7997513,63.96665192,31.68603325,38.06783676,49.84763336,600.3126221,3269.621338,2,3,3,2,1,4,3,3,3,2,2,1,1,3,3,2,53,
27.07,29,4,2,79.85,277.65,10.94,40.27495193,0.722748637,30.03878212,38.93238449,52.95604706,122.8528442,60.39794159,31.46162605,51.07995224,50.77256775,530.7296143,2935.401611,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
38.45,29,4,2,79.85,234.07,10.82,49.69483948,0.730094373,30.2610321,38.48771667,51.7817688,121.9406128,54.96454239,35.09215164,44.61836243,50.96994019,553.6901855,3233.80249,3,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,46.33,
33.67,29,4,2,79.85,160.43,11.05,45.55931854,0.728835464,30.54998779,38.51745224,52.43262482,121.2052002,66.46794128,36.984478,46.4429512,50.66196442,552.3706055,3174.976318,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
27.63,29,4,2,79.85,235.58,11.02,40.13125992,0.722143471,30.40714264,38.3081398,51.95602036,138.408432,57.73881531,25.67487526,39.0427475,49.52840042,560.7741089,3025.617432,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
28.52,29,4,2,79.85,254.15,12.21,41.36143494,0.717713714,30.60099792,37.26919937,54.75645447,127.332634,53.35005569,33.60945892,41.18833923,52.43912125,554.4380493,3087.125488,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
43.37,29,4,2,79.85,195.87,11.28,54.49920273,0.736766636,30.10650826,37.7907486,54.19213104,134.6335907,78.73996735,56.14183044,39.08398819,54.967556,556.1056519,3335.836182,3,3,3,2,1,4,4,3,3,2,2,2,1,4,2,2,45,
26.63,29,4,2,79.85,200.51,9.9,40.45288849,0.726088166,31.17751503,37.85960388,52.13921738,108.7113037,48.27396774,21.4260025,56.64111328,48.2404213,515.477356,3233.415039,2,3,3,2,1,4,4,3,3,2,1,1,1,3,2,2,52.67,
25.72,29,4,2,79.85,250.12,11.6,40.10529327,0.721841395,29.20611954,38.22883987,53.10079575,118.5634155,64.74269104,22.55546379,42.56172562,48.00492477,512.895813,3073.100098,2,3,3,2,1,4,3,3,3,2,2,1,1,3,2,2,54,
34.35,29,4,2,79.85,218.96,11.17,45.54751205,0.728993535,30.49964333,37.63254929,51.47803879,115.0504456,59.47127151,32.94223022,47.66963959,53.81838226,558.491333,3206.251465,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
28.93,29,4,2,79.85,262.24,10.79,40.23320007,0.713175237,30.20091248,37.41117859,54.77993011,129.2547913,66.76847076,23.50410461,49.67395401,55.02568436,503.2184143,3099.661621,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
22.73,29,4,2,79.85,192.22,11,40.00679016,0.719883561,30.51186562,38.31562042,53.63246536,120.0371323,58.14614105,18.2713871,45.49859619,49.62457275,534.6439209,3033.070801,1,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,54.67,
25.78,29,4,2,79.85,216.08,11.35,39.84625626,0.722711563,29.00952148,38.6429863,54.63157272,124.5178528,58.66267014,17.12474251,37.53936386,50.72889328,505.9832764,3199.118408,2,3,3,2,1,4,3,3,3,2,2,1,1,4,2,2,52.33,
30.07,29,4,2,79.85,185.99,11.31,41.22871017,0.727349639,29.96061134,37.34989166,51.78008652,125.7870407,55.2142067,28.62465096,45.49302673,49.76551819,511.7377625,3069.977539,2,3,3,2,1,4,3,3,3,2,2,1,1,3,2,2,54,
32.2,29,4,2,79.85,228.12,11.38,43.53203964,0.721431196,30.33852386,38.08358002,55.15310287,116.1818161,69.15444183,29.79990196,47.16526413,55.31641769,548.5064087,3037.03833,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
30.58,29,4,2,79.85,222.06,10.77,41.91226959,0.724149585,31.43356895,38.34673309,50.8572197,121.1772308,64.23178101,22.65105057,42.50978851,51.17333221,523.2015991,3205.558105,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
37.59,29,4,2,79.85,111.89,10.86,48.17060852,0.716148973,30.20820427,37.8531456,52.83073044,125.623558,70.43797302,36.66850281,45.20495605,52.83125687,560.3015137,3147.514893,3,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,46.33,
27.53,29,4,2,79.85,124.21,11.33,39.97524643,0.724641442,31.40547371,38.00965118,53.43625641,131.1410675,71.31189728,15.98714638,43.28463745,49.14624405,538.1067505,2975.312012,2,3,3,2,1,4,4,3,3,2,2,1,1,3,2,2,51.33,
30.53,29,4,2,79.85,284.15,10.45,41.25592041,0.722432613,30.34419441,38.21792603,54.76055527,103.7062836,59.15399551,27.23258209,42.04552078,53.3527298,532.8157959,3074.374023,2,3,3,2,1,4,4,3,3,2,2,1,1,4,2,2,49.67,
